"POLITICAL_UNIT","NAME","WGMS_ID","GEN_LOCATION","SPEC_LOCATION","LATITUDE","LONGITUDE","PRIM_CLASSIFIC","FORM","FRONTAL_CHARS","EXPOS_ACC_AREA","EXPOS_ABL_AREA","PARENT_GLACIER","REMARKS","GLACIER_REGION_CODE","GLACIER_SUBREGION_CODE"
"CL","NO-12088",12088,"SOUTHERN ANDES","PATAGONIA",-47.77217,-72.83583,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12089",12089,"SOUTHERN ANDES","PATAGONIA",-47.77432,-72.62010,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12090",12090,"SOUTHERN ANDES","PATAGONIA",-47.77385,-72.82011,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12091",12091,"SOUTHERN ANDES","PATAGONIA",-47.79263,-72.86382,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12092",12092,"SOUTHERN ANDES","PATAGONIA",-47.80474,-72.86696,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12094",12094,"SOUTHERN ANDES","PATAGONIA",-47.79327,-72.54529,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12095",12095,"SOUTHERN ANDES","PATAGONIA",-47.80459,-72.85830,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12096",12096,"SOUTHERN ANDES","PATAGONIA",-47.80643,-72.85384,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12097",12097,"SOUTHERN ANDES","PATAGONIA",-47.80693,-72.84630,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12099",12099,"SOUTHERN ANDES","PATAGONIA",-47.80677,-72.83466,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12102",12102,"SOUTHERN ANDES","PATAGONIA",-47.80115,-72.54599,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12103",12103,"SOUTHERN ANDES","PATAGONIA",-47.80885,-72.63563,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12104",12104,"SOUTHERN ANDES","PATAGONIA",-47.81327,-72.63909,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12105",12105,"SOUTHERN ANDES","PATAGONIA",-47.81100,-72.85944,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12106",12106,"SOUTHERN ANDES","PATAGONIA",-47.81189,-72.84391,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12107",12107,"SOUTHERN ANDES","PATAGONIA",-47.82514,-72.86959,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12108",12108,"SOUTHERN ANDES","PATAGONIA",-47.82084,-72.63876,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12109",12109,"SOUTHERN ANDES","PATAGONIA",-47.82552,-72.63440,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12110",12110,"SOUTHERN ANDES","PATAGONIA",-47.82543,-72.79086,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12111",12111,"SOUTHERN ANDES","PATAGONIA",-47.82811,-72.78146,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12113",12113,"SOUTHERN ANDES","PATAGONIA",-47.81620,-72.81503,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12114",12114,"SOUTHERN ANDES","PATAGONIA",-47.82339,-72.85202,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12115",12115,"SOUTHERN ANDES","PATAGONIA",-47.85359,-72.60743,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12116",12116,"SOUTHERN ANDES","PATAGONIA",-47.83218,-72.61713,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12117",12117,"SOUTHERN ANDES","PATAGONIA",-47.82524,-72.82851,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12118",12118,"SOUTHERN ANDES","PATAGONIA",-47.83413,-72.86308,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12119",12119,"SOUTHERN ANDES","PATAGONIA",-47.83930,-72.82129,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12120",12120,"SOUTHERN ANDES","PATAGONIA",-47.84679,-72.82211,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12121",12121,"SOUTHERN ANDES","PATAGONIA",-47.85104,-72.81336,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12122",12122,"SOUTHERN ANDES","PATAGONIA",-47.85761,-72.81475,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12123",12123,"SOUTHERN ANDES","PATAGONIA",-47.86303,-72.81461,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12124",12124,"SOUTHERN ANDES","PATAGONIA",-47.86477,-72.82012,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12125",12125,"SOUTHERN ANDES","PATAGONIA",-47.80784,-72.59270,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12126",12126,"SOUTHERN ANDES","PATAGONIA",-47.85880,-72.60558,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12127",12127,"SOUTHERN ANDES","PATAGONIA",-47.86529,-72.86374,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12130",12130,"SOUTHERN ANDES","PATAGONIA",-47.86021,-72.80159,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12131",12131,"SOUTHERN ANDES","PATAGONIA",-47.86723,-72.81115,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12133",12133,"SOUTHERN ANDES","PATAGONIA",-47.84560,-72.79160,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12135",12135,"SOUTHERN ANDES","PATAGONIA",-47.87039,-72.81584,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12136",12136,"SOUTHERN ANDES","PATAGONIA",-47.87499,-72.81830,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12137",12137,"SOUTHERN ANDES","PATAGONIA",-47.87241,-72.85886,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12138",12138,"SOUTHERN ANDES","PATAGONIA",-47.87365,-72.85011,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12139",12139,"SOUTHERN ANDES","PATAGONIA",-47.86829,-72.87588,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12140",12140,"SOUTHERN ANDES","PATAGONIA",-47.88314,-72.86067,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12141",12141,"SOUTHERN ANDES","PATAGONIA",-47.88108,-72.77180,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12142",12142,"SOUTHERN ANDES","PATAGONIA",-47.88406,-72.77451,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12143",12143,"SOUTHERN ANDES","PATAGONIA",-47.88052,-72.75244,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12149",12149,"SOUTHERN ANDES","PATAGONIA",-47.89428,-72.75484,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12153",12153,"SOUTHERN ANDES","PATAGONIA",-47.90445,-72.75323,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12154",12154,"SOUTHERN ANDES","PATAGONIA",-47.90368,-72.74113,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12156",12156,"SOUTHERN ANDES","PATAGONIA",-47.90161,-72.76807,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12157",12157,"SOUTHERN ANDES","PATAGONIA",-47.93276,-72.77624,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12162",12162,"SOUTHERN ANDES","PATAGONIA",-47.95670,-72.82861,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12163",12163,"SOUTHERN ANDES","PATAGONIA",-47.95167,-72.80507,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12164",12164,"SOUTHERN ANDES","PATAGONIA",-47.95951,-72.83656,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12165",12165,"SOUTHERN ANDES","PATAGONIA",-47.96597,-72.87715,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12166",12166,"SOUTHERN ANDES","PATAGONIA",-47.95303,-72.89325,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12167",12167,"SOUTHERN ANDES","PATAGONIA",-47.96523,-72.87140,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12168",12168,"SOUTHERN ANDES","PATAGONIA",-47.96247,-72.82668,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12169",12169,"SOUTHERN ANDES","PATAGONIA",-47.96769,-72.81321,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12170",12170,"SOUTHERN ANDES","PATAGONIA",-47.97741,-72.85404,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12171",12171,"SOUTHERN ANDES","PATAGONIA",-47.96955,-72.80382,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12172",12172,"SOUTHERN ANDES","PATAGONIA",-47.97412,-72.80772,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12173",12173,"SOUTHERN ANDES","PATAGONIA",-47.97021,-72.87450,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12174",12174,"SOUTHERN ANDES","PATAGONIA",-47.97758,-72.71872,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12175",12175,"SOUTHERN ANDES","PATAGONIA",-47.97121,-72.69275,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12176",12176,"SOUTHERN ANDES","PATAGONIA",-47.97874,-72.84610,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12177",12177,"SOUTHERN ANDES","PATAGONIA",-47.98150,-72.83582,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12178",12178,"SOUTHERN ANDES","PATAGONIA",-47.97061,-72.68334,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12179",12179,"SOUTHERN ANDES","PATAGONIA",-47.98555,-72.81243,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12180",12180,"SOUTHERN ANDES","PATAGONIA",-47.98586,-72.87554,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12183",12183,"SOUTHERN ANDES","PATAGONIA",-47.98896,-72.77935,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12184",12184,"SOUTHERN ANDES","PATAGONIA",-47.99725,-72.75987,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12185",12185,"SOUTHERN ANDES","PATAGONIA",-48.00821,-72.81985,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12186",12186,"SOUTHERN ANDES","PATAGONIA",-47.98770,-72.85130,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12187",12187,"SOUTHERN ANDES","PATAGONIA",-47.97828,-72.86355,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12188",12188,"SOUTHERN ANDES","PATAGONIA",-48.00666,-72.81400,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12189",12189,"SOUTHERN ANDES","PATAGONIA",-47.99788,-72.43243,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12190",12190,"SOUTHERN ANDES","PATAGONIA",-47.98527,-72.42297,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12191",12191,"SOUTHERN ANDES","PATAGONIA",-48.00493,-72.85735,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12192",12192,"SOUTHERN ANDES","PATAGONIA",-48.02014,-72.88716,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12193",12193,"SOUTHERN ANDES","PATAGONIA",-48.02431,-72.88705,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12194",12194,"SOUTHERN ANDES","PATAGONIA",-48.02813,-72.87837,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12198",12198,"SOUTHERN ANDES","PATAGONIA",-48.02884,-72.88609,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12199",12199,"SOUTHERN ANDES","PATAGONIA",-48.04005,-72.88573,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12200",12200,"SOUTHERN ANDES","PATAGONIA",-48.04078,-72.88163,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12201",12201,"SOUTHERN ANDES","PATAGONIA",-48.03830,-72.87125,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12202",12202,"SOUTHERN ANDES","PATAGONIA",-48.02705,-72.68872,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12203",12203,"SOUTHERN ANDES","PATAGONIA",-48.04544,-72.88760,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12206",12206,"SOUTHERN ANDES","PATAGONIA",-48.04665,-72.87362,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12207",12207,"SOUTHERN ANDES","PATAGONIA",-48.04888,-72.88322,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12208",12208,"SOUTHERN ANDES","PATAGONIA",-48.05500,-72.86540,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12211",12211,"SOUTHERN ANDES","PATAGONIA",-48.06799,-72.86195,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12212",12212,"SOUTHERN ANDES","PATAGONIA",-48.06116,-72.86309,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12215",12215,"SOUTHERN ANDES","PATAGONIA",-48.06879,-72.43266,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12220",12220,"SOUTHERN ANDES","PATAGONIA",-48.09330,-73.02991,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12221",12221,"SOUTHERN ANDES","PATAGONIA",-48.07841,-72.38907,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12222",12222,"SOUTHERN ANDES","PATAGONIA",-48.08064,-72.41206,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12223",12223,"SOUTHERN ANDES","PATAGONIA",-48.09642,-72.41173,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12224",12224,"SOUTHERN ANDES","PATAGONIA",-48.09843,-73.02541,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12225",12225,"SOUTHERN ANDES","PATAGONIA",-48.11362,-73.04945,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12226",12226,"SOUTHERN ANDES","PATAGONIA",-48.11208,-73.03173,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12229",12229,"SOUTHERN ANDES","PATAGONIA",-48.09629,-72.37376,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12230",12230,"SOUTHERN ANDES","PATAGONIA",-48.09364,-72.36620,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12231",12231,"SOUTHERN ANDES","PATAGONIA",-48.10651,-72.62514,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
"CL","NO-12232",12232,"SOUTHERN ANDES","PATAGONIA",-48.11852,-72.62276,,,,,,,"Based on data from Falaschi et al. (2017) Journal of Glaciology, 63(238), Political Unit assignment based on the location of the glacier's center point in relation to the ESRI world countries.","SAN","SAN-01"
