"POLITICAL_UNIT","NAME","WGMS_ID","GEN_LOCATION","SPEC_LOCATION","LATITUDE","LONGITUDE","PRIM_CLASSIFIC","FORM","FRONTAL_CHARS","EXPOS_ACC_AREA","EXPOS_ABL_AREA","PARENT_GLACIER","REMARKS","GLACIER_REGION_CODE","GLACIER_SUBREGION_CODE"
"CN","UNNAMED 15641",15641,,,33.83700,89.18900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15642",15642,,,33.88200,89.19000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15643",15643,,,33.90500,89.23800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15644",15644,,,33.91200,89.47800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15645",15645,,,33.93100,89.49500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15646",15646,,,33.75100,89.59900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15647",15647,,,33.74100,89.61000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15648",15648,,,33.94600,90.63400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15649",15649,,,33.91200,90.67400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15650",15650,,,33.19900,91.15100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15651",15651,,,33.11400,91.20000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15652",15652,,,33.19700,91.19700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15653",15653,,,33.24800,91.20400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15654",15654,,,33.20900,91.22200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15655",15655,,,33.22300,91.23600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15656",15656,,,33.12400,91.28300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15657",15657,,,30.30700,90.34900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15658",15658,,,30.29300,90.38700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15659",15659,,,30.33300,90.38900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15660",15660,,,30.39300,90.44700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15661",15661,,,30.38300,90.47900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15662",15662,,,30.41900,90.51500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15663",15663,,,30.41600,90.55000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15664",15664,,,30.43200,90.58000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15665",15665,,,30.44400,90.59600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15666",15666,,,30.03400,90.05100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15667",15667,,,30.01300,90.06700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15668",15668,,,30.02100,90.10100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15669",15669,,,30.02900,90.11100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15670",15670,,,30.06600,90.12200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15671",15671,,,30.12700,90.16300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15672",15672,,,30.19400,90.21700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15673",15673,,,30.25600,90.21900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15674",15674,,,30.29100,90.26700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15675",15675,,,30.30900,90.32100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15676",15676,,,31.62400,83.45000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15677",15677,,,31.60400,83.45300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15678",15678,,,31.64600,83.46400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15679",15679,,,31.66300,83.48400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15680",15680,,,31.68000,83.49200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15681",15681,,,31.69200,83.49300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15682",15682,,,31.70300,83.49500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15683",15683,,,31.72100,83.49900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15684",15684,,,31.74600,83.49900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15685",15685,,,31.82300,83.50000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15686",15686,,,31.75900,83.52000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15687",15687,,,31.77100,83.52500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15688",15688,,,31.86200,83.57300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15689",15689,,,31.84300,83.57700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15690",15690,,,31.85100,83.59600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15691",15691,,,30.73400,83.32100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15692",15692,,,30.69700,83.34700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15693",15693,,,30.83000,83.35600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15694",15694,,,30.60200,83.36400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15695",15695,,,30.68700,83.37000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15696",15696,,,30.70200,83.37100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15697",15697,,,30.84500,83.38800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15698",15698,,,30.80000,83.39800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15699",15699,,,30.93100,83.48300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15700",15700,,,31.02100,83.52000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15701",15701,,,31.59400,83.41200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15702",15702,,,31.58500,83.45100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15703",15703,,,31.56600,83.48000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15704",15704,,,31.58500,83.48200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15705",15705,,,31.49600,83.49700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15706",15706,,,31.47400,83.50800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15707",15707,,,31.48800,83.51400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15708",15708,,,30.87300,82.99900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15709",15709,,,30.81900,83.06100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15710",15710,,,31.09700,83.42100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15711",15711,,,31.00600,83.42100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15712",15712,,,30.89800,83.43500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15713",15713,,,31.10800,83.44600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15714",15714,,,31.04400,83.45600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15715",15715,,,30.94500,83.45900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15716",15716,,,31.01400,83.47800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15717",15717,,,30.99200,83.48800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15718",15718,,,31.04400,83.49000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15719",15719,,,30.92100,82.63000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15720",15720,,,30.86600,82.67900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15721",15721,,,30.85400,82.70500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15722",15722,,,30.95700,82.48200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15723",15723,,,30.96600,82.49800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15724",15724,,,30.96700,82.51300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15725",15725,,,31.62000,83.40800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15726",15726,,,31.65800,83.43300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15727",15727,,,31.67400,83.44800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15728",15728,,,31.73100,83.47400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15729",15729,,,33.74800,82.45200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15730",15730,,,33.82300,82.27900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15731",15731,,,33.83200,82.30900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15732",15732,,,33.82100,82.32800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15733",15733,,,33.81200,82.34000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15734",15734,,,33.78200,82.36700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15735",15735,,,33.77800,82.38700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15736",15736,,,34.12900,82.14600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15737",15737,,,34.03600,82.23600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15738",15738,,,34.02300,82.24900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15739",15739,,,34.00500,82.26800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15740",15740,,,34.13900,82.18100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15741",15741,,,34.12300,82.20000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15742",15742,,,34.32800,81.96900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15743",15743,,,34.29700,82.02300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15744",15744,,,34.25200,82.02700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15745",15745,,,34.29000,82.03400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15746",15746,,,34.27500,82.03600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15747",15747,,,34.16000,82.11300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15748",15748,,,34.15600,82.13600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15749",15749,,,34.17800,82.14600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15750",15750,,,34.16900,82.16800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15751",15751,,,34.40000,81.60100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15752",15752,,,34.29200,81.94700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15753",15753,,,34.29400,81.97900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15754",15754,,,34.26000,82.00800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15755",15755,,,33.79600,82.32600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15756",15756,,,33.76400,82.33900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15757",15757,,,34.26300,80.87500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15758",15758,,,34.22000,81.07300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15759",15759,,,34.32800,80.58200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15760",15760,,,34.42600,80.81700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15761",15761,,,34.40900,80.82800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15762",15762,,,34.25000,80.83000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15763",15763,,,34.39100,80.83100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15764",15764,,,34.26900,80.83600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15765",15765,,,34.23800,80.84600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15766",15766,,,34.28800,80.84700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15767",15767,,,34.29400,80.87800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15768",15768,,,34.23200,80.88500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15769",15769,,,34.02500,79.42200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15770",15770,,,34.01400,79.44400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15771",15771,,,34.08000,79.44500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15772",15772,,,34.00000,79.46600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15773",15773,,,33.99100,79.46700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15774",15774,,,34.19500,79.56100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15775",15775,,,34.19800,79.58500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15776",15776,,,34.32000,79.59900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15777",15777,,,34.31100,79.61500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15778",15778,,,34.35600,79.61800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15779",15779,,,34.28500,79.62700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15780",15780,,,34.23700,79.62800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15781",15781,,,34.29800,79.65800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15782",15782,,,34.25600,79.65900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15783",15783,,,34.27500,79.67100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15784",15784,,,34.29100,79.67900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15785",15785,,,34.40100,79.80800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15786",15786,,,34.38200,79.81100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15787",15787,,,34.35200,79.81900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15788",15788,,,34.36300,79.82200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15789",15789,,,34.33900,79.82300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15790",15790,,,33.97700,79.83200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15791",15791,,,34.14700,79.84800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15792",15792,,,34.32900,79.86000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15793",15793,,,34.13500,79.86100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15794",15794,,,34.14100,79.88000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15795",15795,,,34.28900,79.90400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15796",15796,,,34.08300,78.83300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15797",15797,,,34.12300,78.84200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15798",15798,,,34.11300,78.84600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15799",15799,,,33.84400,78.85600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15800",15800,,,34.10600,78.86400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15802",15802,,,34.15200,78.96200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15803",15803,,,34.14800,79.02600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15804",15804,,,34.13300,79.03200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15805",15805,,,34.13100,79.05600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15806",15806,,,34.01200,79.39700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15807",15807,,,33.98800,79.38800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15808",15808,,,33.98000,79.42400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15809",15809,,,33.87800,79.90900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15810",15810,,,33.89000,79.92700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15811",15811,,,34.09400,79.86500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15812",15812,,,33.97400,79.87900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15813",15813,,,34.12700,79.88500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15814",15814,,,33.95900,79.89000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15815",15815,,,34.10100,79.89800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15816",15816,,,34.30200,80.06800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15817",15817,,,34.30700,80.10700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15818",15818,,,34.32200,80.12000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15819",15819,,,34.28500,80.12800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15820",15820,,,34.32400,80.15400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15821",15821,,,34.32600,80.19800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15822",15822,,,34.33200,80.22100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15823",15823,,,35.13600,80.90700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15824",15824,,,35.13700,80.93700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15825",15825,,,35.16700,80.91400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15826",15826,,,35.15900,80.95100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15827",15827,,,35.14200,80.95800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15828",15828,,,35.15500,80.97300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15830",15830,,,34.92200,80.93400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15831",15831,,,34.92200,80.94900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15832",15832,,,34.92400,80.96200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15833",15833,,,34.37300,81.69900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15834",15834,,,34.35500,81.71800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15835",15835,,,34.30900,81.76100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15836",15836,,,34.32100,81.89800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15837",15837,,,34.32700,81.91600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15838",15838,,,34.32500,81.93900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15839",15839,,,34.43200,80.84800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15840",15840,,,34.40400,80.88300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15841",15841,,,34.35100,80.94100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15842",15842,,,34.33200,80.96300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15843",15843,,,34.34400,81.06500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15844",15844,,,34.38100,81.10500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15845",15845,,,34.43000,81.15400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15846",15846,,,34.23400,81.16300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15847",15847,,,34.24200,81.18200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15848",15848,,,34.40000,79.83000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15849",15849,,,34.38400,79.84500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15850",15850,,,34.37300,79.85900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15851",15851,,,34.35200,79.86000,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15852",15852,,,34.34600,79.87900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15853",15853,,,34.32200,79.95700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15854",15854,,,34.33900,79.97400,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15855",15855,,,34.34300,80.00300,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15856",15856,,,34.37500,80.01500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15857",15857,,,34.33800,80.04600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15858",15858,,,34.33000,80.08700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15859",15859,,,34.34400,80.10800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15860",15860,,,34.34500,80.12800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15861",15861,,,34.34500,80.15200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15862",15862,,,34.35000,80.17600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15863",15863,,,34.34300,80.19600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15864",15864,,,34.36300,80.24800,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15865",15865,,,34.49300,80.31900,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15866",15866,,,34.49900,80.74200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15867",15867,,,34.51600,80.75700,,,,,,,"Information derived from RGI5.0.","ASC","ASC-08"
"CN","UNNAMED 15868",15868,,,35.59200,79.95200,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15869",15869,,,35.52400,80.27100,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15870",15870,,,35.53900,80.28600,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15871",15871,,,35.52400,80.30500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
"CN","UNNAMED 15872",15872,,,35.48000,80.31500,,,,,,,"Information derived from RGI5.0.","ASC","ASC-05"
