Country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2019.1,2008-18,2019.2,Unnamed: 59,Unnamed: 60
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.026000000000000002,0.021,0.027,0.029,0.213,0.209,0.227,0.243,0.27,0.289,0.303,0.241,0.27,0.28727600000000003,0.291499,0.28905800000000004,0.294203,0.5559959999999999,0.624719,0.84623,1.0311000000000001,1.2851000000000001,1.3174000000000001,1.2117,1.2311,1.6304999999999998,1.8829,2.2868,2.4866,2.7843999999999998,2.372542,3.1047535741898287,4.1663252383073495,5.910886088422377,0.4134980431574178,0.11528671134103319,0.002106878916270183,0.0,0.0
Poland,0.026000000000000002,0.038,0.044,0.047,0.084,0.059000000000000004,0.101,0.185,0.223,0.23500000000000001,0.211,0.183,0.265,0.262,0.24,0.248,0.269,0.269,0.362,0.34500000000000003,0.397,0.368,0.193,0.094,0.10300000000000001,0.055,0.083,0.111,0.061,0.051000000000000004,0.068,0.133,0.171,0.224,0.197,0.226,0.458,0.488,0.579,0.9924000000000001,1.6458,2.2488,3.0774999999999997,4.454,6.3033,7.968499999999999,10.806000000000001,14.8424,14.627600000000001,17.662,20.851,20.669,21.562,19.647,23.097,0.17126487752585695,0.15302196274704372,0.008232705147948558,0.0,0.0
Portugal,0.20700000000000002,0.2,0.192,0.228,0.28,0.186,0.14300000000000002,0.113,0.2,0.18,0.23600000000000002,0.23,0.234,0.232,0.258,0.32,0.311,0.353,0.405,0.373,0.548,0.606,0.614,0.653,0.663010101010101,0.693959595959596,0.813959595959596,0.8908383838383839,0.9155555555555556,0.9840000000000001,1.046,1.03,1.1260000000000001,1.1694,1.3621999999999999,1.5454,1.7076,1.9328,1.9826000000000001,2.4499,3.4988,4.719,6.144,7.842000000000001,10.008,12.207999999999998,12.577000000000002,13.750000000000002,15.741324431000002,15.993080998,15.711360169999999,16.538,16.677000000000003,17.008,18.56,0.08722771807893004,0.07400330420308499,0.006615534811703911,0.0,0.0
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020627325890483785,0.0,0.002,0.001,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.0,0.003,0.003,0.004,0.006,0.005,0.038000000000000006,0.029,0.020010101010101013,0.419020202020202,1.586,2.8600000000000003,5.192,6.5239,9.568999999999999,8.940999999999999,9.788168,8.53013,9.02285871787861,0.0538633427398314,0.7548449157501882,0.003216111850711857,0.0,0.0
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.152,0.101,0.026000000000000002,0.039,0.404,0.48300000000000004,0.524,0.543,0.685,1.221,1.371,1.505,2.02,2.1740000000000004,2.2700164383561647,2.208,2.216,1.9057175422161816,-0.1431899206342323,0.1481716609956174,0.0006792748244507527,0.0,0.0
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.07,0.07200000000000001,0.10200000000000001,0.122,0.121,0.11,0.099,0.10400000000000001,0.292,0.197,0.234,0.318,0.43000000000000005,0.48,0.52,0.547,0.5560164383561644,0.5834720000000001,0.537501,0.5537044425087108,0.026347721666793777,0.05653191163538995,0.0001973626624359635,0.0,0.0
Spain,0.0,0.0,0.0,0.0,0.0,0.047,0.052000000000000005,0.061,0.056,0.051000000000000004,0.113,0.187,0.309,0.316,0.251,0.362,0.424,0.487,0.56,0.55,0.611,0.538,0.5630000000000001,0.673,0.5970606060606062,0.562,0.5640000000000001,0.686,0.704,0.8240000000000001,1.2960000000000003,1.459,2.218,2.898,4.485,6.238,8.414,11.958,15.3,19.086,23.87,26.19,30.974,38.779,47.36264693900096,54.563429903877925,55.62753628360237,66.4149189136135,74.168439870229,71.10008358223308,68.94759702661904,68.22038104206712,69.52567117,69.815546925,77.49040673188183,0.10583819729440203,0.05418912191176717,0.02762071569546656,0.0,0.0
Sweden,0.0,0.0,0.0,0.0,0.0,0.13,0.16,0.226,0.399,0.357,0.31,0.354,0.36,0.276,0.34700000000000003,0.721,0.921,1.002,1.45,1.853,1.808,1.986,1.965,2.046,2.194,1.949,1.873,2.0410000000000004,2.224,2.305,2.46,2.263,2.977,3.089,3.056,4.556,4.261,4.784999999999999,5.191,8.053,8.442,9.348,11.269,12.337,13.952,15.703000000000001,17.627000000000002,19.378,21.327,21.977,27.130000000000003,27.110078,29.915000000000003,28.927,33.59175684026279,0.15697803362478302,0.08241140505736366,0.011973461032491993,0.0,0.0
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.28700000000000003,0.17300000000000001,0.436,0.39,0.396,0.369,0.365,0.458,0.511,0.513,0.529,0.439,0.438,0.488,0.495,0.555,0.5800000000000001,0.622,0.667,0.7000000000000001,0.762,0.847,0.893,0.929,0.9530000000000001,0.994,1.045,1.174,1.224,1.285,1.306,1.403,1.623,1.9140000000000001,2.197,2.614,2.8299999999999996,3.167,3.654,3.877,4.143664805909568,0.06484061329681956,0.11004924020161799,0.0014769697613969326,0.0,0.0
Turkey,0.1,0.122,0.17300000000000001,0.179,0.178,0.166,0.162,0.17500000000000002,0.197,0.20700000000000002,0.22,0.161,0.218,0.137,0.145,0.136,0.11,0.0,0.0,0.0221,0.006,0.0436,0.0579,0.0684,0.0626,0.08009999999999999,0.1197,0.1167,0.134,0.13,0.3083,0.2591,0.37679999999999997,0.3315,0.2344,0.27490000000000003,0.336,0.2826,0.22899999999999998,0.2269,0.1874,0.27835,0.6060420000000001,1.1511950000000002,2.182759,3.9199740000000003,5.763902538461538,7.356279787144362,9.806392615384615,11.984014,16.512133,23.01343,29.044600000000003,37.829515,45.33414012370379,0.1939617131277842,0.4094548371755429,0.01615892145188715,0.0,0.0
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.006,0.016,0.022,0.031,0.033,0.038,0.035,0.326,0.309,0.18200000000000002,0.238,0.2536,0.7555000000000001,1.3096,1.6892,1.7059000000000002,1.5806,1.915,2.516044977230915,5.037072552673899,0.9945990010079118,0.22591107538711097,0.0017954164235610159,0.0,0.0
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.0,0.00101010101010101,0.009000000000000001,0.6048,0.6969,0.9672000000000001,1.415,1.8625,2.0336,2.2926,2.7768000000000006,3.5312,4.2801,4.8288,5.492999999999999,6.3421,7.464700000000001,9.3069,12.0223,13.523899999999998,14.61231866541498,16.763525685723955,20.015919389022343,22.588890063133903,29.520425739953716,35.938880391301005,48.51230427767422,58.634553194359555,77.0665602347179,77.6232180861239,92.89093452170565,104.5290019387611,113.36367076941566,0.0805201933228985,0.19363108547070174,0.04040739818737125,0.0,0.0
Other Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042727272727272736,0.0006111111111111111,0.0005757575757575758,0.014871358585858587,0.013412555555555556,0.014837015151515153,0.012369676767676767,0.011839282828282827,0.01176559090909091,0.01127858585858586,0.014414732323232324,0.034351848484848485,0.03911046464646464,0.04713582831134218,0.060357917792272085,0.05038660101010101,0.057426573096689554,0.05881663889120083,0.07377182828282829,0.09938559518140305,0.1459686945757576,0.2092085913104661,0.40168784775829275,0.5250362064271726,0.84068550865673,1.0829685418986912,2.0208853637933215,0.8591808111125332,0.3508684367500492,0.0007203252949697003,0.0,0.0
Total Europe,3.009,4.101,4.489,4.997000000000001,5.422904,7.1183569613,7.231883625999999,7.122608040000001,7.663391238999999,8.0420602,8.520942081000001,8.485597232,8.880291321,9.375139078000002,9.768957992,10.751449280000001,10.764023151,9.854621004,10.166752155000001,10.5497879090101,11.019822839010104,13.153419657010101,13.066101294000001,14.008809905010104,14.06176680209091,19.744813046467836,20.544960987838383,22.27173907975747,25.196304092121217,27.034823912201986,30.40850065669737,31.56259649432092,39.02293859416276,47.37860947816694,52.43511999581264,64.92043574828591,72.05915779843878,87.3590404989489,102.98082082513518,128.84902623804828,151.25631136984148,174.96548544520235,208.99872861980555,238.8997137364886,270.32261635771494,313.59787121589164,379.5360881457697,448.7011294930336,506.7671038209408,547.172458169554,625.3476171332505,638.4346139826021,716.6803818707791,756.3396155636581,836.5863310293394,0.10202058541627324,0.11540631373038002,0.29819321098708207,0.0,0.0
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0005,0.0,0.0,0.0686,0.0922,0.1001,0.14535,0.14445000000000002,0.20256,0.25954434389140274,0.27659656589001935,0.0,9.251210356651003e-05,0.0,0.0
Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101010101010101,0.001,0.003,0.015,0.034,0.061,0.085,0.099,0.101,0.0904,0.09,0.14200000000000002,0.193,0.292,0.326,0.3400158009473235,0.03914772421024604,0.24611133028622767,0.00012119538619053911,0.0,0.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000147,0.0026860000000000005,0.0053361,0.0145042,0.17836929999999998,0.3652459,0.4345534,0.5290071,0.7915863019521538,0.49084523167148775,0.0,0.00028215338022804083,0.0,0.0
Russian Federation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.063,0.06,0.061,0.059,0.057,0.057,0.057999999999999996,0.057999999999999996,0.081,0.11720000000000001,0.1795,0.3744,0.45680000000000004,0.4581,0.5109,0.4911,0.4941,0.5012,0.5411,0.5638,0.512311506849315,0.4968,0.810506,0.964837,1.0623205,1.202179,1.384492,1.8201420000000001,0.3098169666848276,0.10187044984579807,0.0006487722393989429,0.0,0.0
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001595,0.00045675,0.0009814315068493152,0.00184875,0.0031174999999999996,0.00522,0.006979068493150684,0.006959999999999999,0.00696,0.00696,-0.0036870135190495423,0.0,2.480825554388966e-06,0.0,0.0
USSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0007,0.0016333333333333332,0.00381111111111111,1.3247303017888838,0.0,1.3584341717040472e-06,0.0,0.0
Other CIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0029,0.0019,0.004307375,0.004180625,0.003166,0.005323820547945206,0.01100775,0.026120750000000005,0.03114875,0.029767705479452056,0.042243750000000004,0.05744375,0.06714375,0.16455123640135483,0.3977577045852192,2.3932748680675887e-05,0.0,0.0
Total CIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.063,0.06,0.061,0.059,0.057,0.057,0.057999999999999996,0.057999999999999996,0.081,0.11720000000000001,0.1795,0.3744,0.45781010101010106,0.4591,0.5165000000000001,0.509,0.53,0.568607375,0.6309401250000001,0.66656975,0.6223027589041096,0.6739926,1.03644845,1.42167505,1.8029631739726026,2.1230861500000002,2.5080961833333335,3.2892033079019916,0.30659900230920334,0.1611539618734925,0.0011724051177908017,0.0,0.0
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0365,0.0337,0.0303,0.027600000000000003,0.0463,0.0709,0.12539999999999998,0.141,0.196,0.2282,0.2198,0.2362,0.22760000000000002,0.2313,0.245,0.26,0.2911,0.416503,0.49109571450401845,0.5525169174128368,0.12092157152051008,0.08961728465876728,0.00019693938045258386,0.0,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463,0.0573,0.057305,0.057305,0.057305,0.057305,0.057305,-0.0036870135190494313,0.0,2.0425820171589043e-05,0.0,0.0
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.012,0.011,0.011,0.01,0.01,0.016,0.07500000000000001,0.139,0.272,0.451,0.5431,0.9084000000000001,1.235,1.6853227569664182,1.672784214555476,1.738974,2.8845983866535816,0.6526772875298659,0.5885477990159538,0.0010281875562872685,0.0,0.0
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182,0.003278,0.00509,0.048814,0.066334,0.08320059538328647,0.1598703990587641,0.9144208524274011,0.0,5.6984277496457435e-05,0.0,0.0
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0012,0.0037,0.003719,0.003719,0.0037552343188598752,0.0037552343188598752,-0.0036870135190496534,0.0,1.3385174225497158e-06,0.0,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115938,0.115938,0.118595,0.12135,0.12135,0.123208,0.123208,0.123208,0.123208,-0.0036870135190495423,0.0,4.3916315359936174e-05,0.0,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000609,0.000609,0.004089000000000001,0.004959,0.023577,0.039063,0.042195,0.129195,0.129195,0.155295,0.38109324444115156,1.7810423903859423,3.6562768794727445,0.8924498187017607,0.000634835556827508,0.0,0.0
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006354,0.018424,0.020696,0.024242,0.08701199999999999,0.31740900000000005,0.31819299999999995,0.346511,0.7927599999999999,1.3215731809423568,4.176367664832559,2.1484971099555694,0.0,0.0014886263832529288,0.0,0.0
Other Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.008,0.008,0.009000000000000001,0.010100000000000001,0.0091,0.010100000000000001,0.014100000000000001,0.017,0.015300000000000001,0.0188385,0.020083000000000004,0.02253360273972603,0.03254,0.057452500000000004,0.334395,1.4577599178082192,2.2006459999999994,3.290822323075096,3.59537334690557,0.08851733855451771,0.6829395933486047,0.0012815365052546441,0.0,0.0
Total Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.038000000000000006,0.042499999999999996,0.0517,0.049300000000000004,0.048600000000000004,0.0674,0.091,0.1455,0.1651,0.229609,0.32546299999999995,0.40015150000000005,0.6698759999999999,0.8648906027397261,1.099292,1.7535845,2.4642280000000003,4.142934674774637,5.488554214555476,7.491027292664769,13.334037339568113,0.7734382808406253,0.40843958864469276,0.004752790312525465,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.01811875,0.02672301369863014,0.028600000000000004,0.061,0.077,0.26405205479452054,0.523,0.613,0.625,0.015816666477314945,0.0,0.00022277528326050344,0.0,0.0
Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.08070000000000001,0.1799,0.2135,0.28700000000000003,0.5050505050505051,0.5111111111111112,0.6060606060606061,0.6636363636363636,0.9313131313131312,1.0393939393939395,1.4343434343434343,1.7393939393939397,1.8404040404040405,1.6020202020202021,1.1676767676767679,1.9365454545454548,2.6303800303030305,2.7121212121212124,3.5404040404040407,6.468686868686869,0.8203675792935823,0.1360009294079092,0.002305701679192346,0.0,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.2058,0.19400101010101012,0.2029010101010101,0.19900101010101012,0.2064010101010101,0.1833010101010101,0.2790010101010101,0.2983010101010101,0.3912010101010101,0.65890101010101,0.6923010101010101,0.7281012828282828,1.2150010101010102,1.9239010101010101,2.5251,3.4015999999999997,3.4502000000000006,4.790898000000002,6.280652000000003,0.30612155616077685,0.31207661940212694,0.002238678445377037,0.0,0.0
South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.146,0.231,0.197,0.4868,0.4339,0.47270000000000006,0.4283,0.4094,0.45430000000000004,0.43610000000000004,0.4626,0.4988,0.5024000000000001,0.4579000000000001,0.5293,0.5456,0.7577,2.6211,6.2379,7.920300000000001,10.62646016421853,12.256248669927267,12.62824866992727,0.026552943334984702,0.36907136961483333,0.004501218679243397,0.0,0.0
Eastern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.127,0.132,0.136,0.133,0.146,0.149,0.155,0.161,0.167,0.177,0.195,0.189,0.192,0.227,0.617,0.6149999999999999,0.583,0.5740000000000001,0.7130000000000001,0.716,0.7090000000000001,0.6980000000000001,0.5860000000000001,0.73,0.8940930879110345,0.9120930879110344,1.1465019652957533,1.1321861758220688,1.499863157894737,1.5958266315739404,1.4893470000028608,1.8975470000028611,2.1836210000276566,2.1557990000565046,2.3027769999814036,2.225964283020718,2.3556431920726935,2.7370011070854487,3.069517928912833,3.1474654018922608,3.488187925675527,3.991347406333563,5.389494135221133,7.393508656051569,7.61227359460793,7.832364339640145,8.675612024409252,16.504456874903155,0.8953826742154845,0.13240567693957628,0.0058828560885877046,0.0,0.0
Middle Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.008,0.008,0.008,0.009000000000000001,0.009000000000000001,0.007,0.007,0.007,0.007,0.007,0.007048000000417233,0.0074049999862909315,0.00758700000345707,0.007833999982476234,0.009256000018119813,0.6516370000153779,0.08848700011074542,0.09280299988687038,0.08928799998462202,0.08051900043494627,0.08659400001079962,0.09306300004602225,0.1015460000089407,0.11038900003159048,0.04569899983334541,0.06151599946177006,0.06801599942517282,0.09087131399932503,0.09089403400841355,-0.003437911364457258,-0.008096424297206584,3.239831067666266e-05,0.0,0.0
Western Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.038,0.038,0.039,0.039,0.039,0.04,0.04,0.04,0.04,0.041,0.041,0.041,0.042,0.042,0.042,0.043000000000000003,0.043000000000000003,0.043000000000000003,0.04973134326934814,0.064,0.075,0.087,0.1024,0.1203,0.1341,0.1352,0.1406,0.14579999999999999,0.1653410000026226,0.17481799999915065,0.18550199998134376,0.17547499999904634,0.27202199989242476,0.2856829999943301,0.2954339997646585,0.2933199997971654,0.28797899994224313,0.2546340000788569,0.28395899997160584,0.31271999989864974,0.3631079996894598,0.44414899929606916,0.4694903694457961,0.6471989014133115,0.7305955019437081,0.9382409727450244,1.3276783109291581,1.3428170421152674,0.007673354693193968,0.158126984129616,0.00047863431507881604,0.0,0.0
Other Northern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247,0.0259,0.0326,0.040618,0.047813,0.047608,0.042402999999999996,0.04829800000000001,0.045592999999999995,0.104588,0.147004875,0.12042175,0.21203596575342468,0.37933475,0.53923475,0.49593475000000004,0.5525759657534247,0.56883175,0.57322175,0.6559045827641189,0.1400234790467405,0.28034032981915824,0.0002337909267474223,0.0,0.0
Other Southern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225000008865499,0.12470000004380598,0.12900000004172,0.16770000002294602,0.17200000002086,0.19554732030077276,0.19704732030077277,0.22193862314558624,0.12980000000000003,0.1446,0.1554,0.1472,0.1561,0.1594,0.15080000000000005,0.15510000000000002,0.14830000000000002,0.13210000000000002,0.1863,0.27359999999999995,0.3056,0.3032020000100135,0.25986717580982255,0.26109590540128935,0.27867719634489896,0.29400816077146225,0.3296175355434444,0.47361753554344443,0.43157220233764804,0.07663846620657444,0.00016881644902053182,0.0,0.0
Total Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.165,0.17,0.17500000000000002,0.17200000000000001,0.185,0.189,0.195,0.201,0.20700000000000002,0.218,0.23600000000000002,0.23,0.234,0.269,0.659,0.6579999999999999,0.626,0.6170000000000001,0.7657313432693482,0.788,0.8242500000886551,0.9177000000438061,0.8264000000417201,1.027000000022946,1.2671930879318947,1.3958404082118074,1.722149285596526,1.715924798967655,2.458204157897359,2.7677926315735077,2.7504550100715055,3.186628010106375,3.780841515054073,3.8295581212810763,4.668512615923057,4.216406656666003,4.658732333315948,5.2506060566438775,6.327545248763831,6.919914851296659,7.602823228095388,8.8229003677698,12.542153208286125,19.619982667244965,23.45197034320929,27.013242598921543,32.19755164521249,45.07027760794855,0.3946433995945646,0.20597550151362265,0.01606487017718442,0.0,0.0
