Country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Trinidad & Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00126,0.0,0.0,0.0,0.14786666341463414
Central America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022590363,0.07571247,0.06420843131,0.09965608566999999,0.1749790818,0.1794242027,0.2543143672,0.2302238435,0.2554340283,0.2023131143,0.2721626218,0.2403966951,0.1980772051,0.42138656220000004,0.5218727958,0.74175713177,1.1292564500000002,1.3489790202299998,2.09395367073,3.1353306513896335,3.2994716978162097,3.2095746779413794,4.435549853769485,4.450899652716692
Other Caribbean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017171717171717172,0.007777777777777778,0.007777777777777778,0.007365622222222223,0.008021527979797981,0.00912294888888889,0.011434834646464647,0.039549713939393945,0.04807782262626264,0.06091937121212122,0.0646916103030303,0.09531646363636365,0.10666036121212122,0.12277725575757575,0.12843333333482343,0.13894550508209552,0.19324007122694245,0.2816286094796477,0.35037607897484296,0.6692173700103011,1.007686567403599,1.0606567031087935,1.14647913675203,1.1602411752962516,1.3196364745478217,1.4021933112979716,1.8066080157575979
Other South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004849999904632568,0.012441000095367433,0.04724800009536743,0.07516599985504151,0.11748599990081787,0.11919299998855591,0.15066599980926515,0.7474005128092652,2.085881000297546,3.0385224442975463,3.8441222562975463,4.800313733297547,4.832283000297547
Total S. & Cent. America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017171717171717172,0.007777777777777778,0.007777777777777778,0.041973985222222225,0.10292599797979798,0.11137238019888888,0.14847192031646464,0.25208679573939397,0.32096302532626264,0.45883873841212125,0.4430694538030303,0.5433864919363637,0.5322731405121212,0.7737612703475755,1.161307974642071,1.6703385559874626,2.0778326128183098,3.4491077712446887,4.32439101522566,7.804369348661855,10.197152543346574,18.58234649975486,31.464193818627567,45.17526649091362,56.133621701111956,65.75196894360371,79.15824262209347
Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.02,0.045,0.051,0.067,0.172,0.20300000000000004,0.366,0.924,1.3312767567447965,1.7527929836760736,2.0371849274937417,2.0112574086827792,1.9540401681317443,2.0639137360418474,1.9362363601421615,2.4620290190466725,3.153231562469477,3.8457680345196685,4.840343101748367,5.234838273,6.571511136,6.0304294490000006,7.435472714
Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.008,0.007,0.007,0.008,0.009000000000000001,0.008,0.009000000000000001,0.009000000000000001,0.008,0.008,0.011,0.013000000000000001,0.016,0.037,0.057,0.088,0.14200000000000002,0.227,0.366,0.491,0.637,0.996,1.292,2.312,2.751,3.665,4.6153,5.574,5.4376999999999995,6.5137,7.4647,9.532237328469753
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.02,0.04700000000000001,0.122,0.237,0.681,0.861,1.221,1.374,1.331,1.452,1.425,1.504064,1.3181230000000002,1.307188344069709
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.019,0.035,0.04,0.054,0.139,0.201,0.329,0.517,0.73,0.796,1.014,1.204,1.3354000000000001,1.4396502701207996
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035500000000000006,0.00035500000000000006,0.00035500000000000006,0.00035600000000000003,0.00035600000000000003,0.00035600000000000003,0.031,0.114,0.185,0.231,0.1839,0.221857,0.22670099999999999,0.21145,0.22061000000000003,0.23813600000000001
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0016,0.0039,0.0099,0.02128,0.049375,0.12509800000000001,0.24466100000000002,0.288067,0.335493,0.39680000000000004,0.4173,0.4783,0.47650000000000003,0.5726,0.497,0.5910380000000001,0.60933,0.7000000000000001
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.006,0.010499999999999999,0.010499999999999999,0.018499999999999996,0.027100000000000003,0.03319999999999999,0.0514,0.12560000000000002,0.17379999999999998,0.2917,0.4284,0.6103,0.7401000000000001,0.9154,1.0342,1.137,1.1773,1.2269,1.9342,2.8198999999999996,3.029,4.2412,4.306019444444444,4.876938888888889,5.560783333333333,6.583111111111111,6.614,6.107958333333334,7.1712,6.9278,6.7205,7.809422222222222,9.774183333333333,10.269938888888888,11.123275,13.078502777777778,14.133091666666665,12.781730555555557,14.780000000000001,13.898803276629996,16.14983079513829
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.006100000000000001,0.0076,0.0539,0.0763,0.091,0.133,0.195,0.277,0.368,0.434,0.529,0.604,0.7151,0.594,0.723,0.636,0.6775531816070599
Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0024,0.0044,0.007200000000000001,0.0108,0.011,0.0166,0.023,0.049,0.0766,0.0696,0.063,0.09190000000000001,0.1203,0.1683,0.1527,0.1884,0.2605,0.2766,0.2943,0.4814,0.4943,0.7737,1.1072,2.3274000000000004,3.068,4.7952,5.8387,5.985399999999999
France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027152600000000007,0.000489604,0.000489604,0.00240218,0.004704,0.0047142,0.0074302,0.0111284,0.0194972,0.03694443,0.048,0.131,0.265,0.388,0.595,0.962,2.182,4.07,5.694,7.912,9.945,12.052,14.913,16.033,17.249,21.249,21.400000000000002,24.31716348305721,28.084711202020202,34.48014277777778
Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.008,0.026000000000000002,0.071,0.1,0.275,0.6,0.909,1.5,2.032,2.966,4.489,5.528,9.513,10.509,15.786000000000001,18.713,25.509,27.229,30.71,39.71300000000001,40.574,38.648,38.547000000000004,49.857,51.68,52.737,58.497,80.624,79.924,105.693,109.95100000000001,125.97500000000001
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.008,0.04700000000000001,0.037,0.03400000000000001,0.036000000000000004,0.037,0.073,0.162,0.451,0.756,0.651,1.021,1.121,1.266,1.6990000000000003,1.818,2.242,2.543,2.714,3.315,3.85,4.139,3.689,4.621,5.146,5.536987,6.3002590000000005,7.2783292278993725
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.006,0.01,0.043,0.11,0.205,0.331,0.527,0.626,0.771181,0.717905,0.65654,0.6930000000000001,0.684,0.758,0.607,0.726
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.936e-06,0.0,0.005484748,0.008385545000000001,0.010894204000000001,0.009209778,0.008126884000000001,0.0043630000000000006,0.006567506210452308
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050009,0.0150027,0.01900342,0.01600288,0.014002520000000001,0.050009000000000005,0.16903042000000001,0.18703366,0.24404392,0.33406011999999996,0.38806983999999994,0.45408171999999997,0.6551179,1.1121101437999998,1.622333167416,1.9587230566990002,2.4104468178427907,2.95574921510968,2.8151656836281003,4.381103159346487,4.01120012208248,4.542331952606399,5.14098632800106,6.57418074656926,6.149,7.444742000000001,8.639767,9.690944215061858
Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0019191919191919194,0.002878787878787879,0.0019191919191919194,0.003838383838383839,0.006717171717171718,0.008636363636363636,0.03166666666666667,0.11800000000000001,0.232,0.403,0.5630000000000001,1.179,1.4040000000000001,1.458,1.847,2.343,2.971,4.034,4.861,6.543,9.1259,9.8564,13.4071,14.897,15.1783,14.8439,17.6887,17.7419,17.7164,20.063
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.005,0.003,0.011,0.048,0.049,0.04700000000000001,0.046,0.053,0.058,0.048,0.049,0.07100000000000001,0.108,0.11900000000000001,0.101,0.147,0.13,0.15,0.122038,0.1545814683639407
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0018,0.0137,0.1061,0.1311,0.1577,0.224,0.47500000000000003,0.5401,0.6027,0.6391,0.8103,1.1359000000000001,1.3638,1.145,1.459
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.011,0.018000000000000002,0.024742999999999998,0.023739999999999997,0.024479,0.026168,0.039399,0.052251,0.057985999999999996,0.064286,0.060589,0.063472,0.055083,0.06405,0.077466,0.083027,0.079876,0.10184800000000001,0.101486,0.234823,0.254575,0.26677916734991597
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.016,0.023,0.056,0.088,0.147,0.17400000000000002,0.23800000000000002,0.317,0.437,0.47500000000000003,0.64,0.645,0.8290000000000001,0.8250000000000001,0.9460000000000001,1.318,1.867,2.067,2.734,3.4370000000000003,4.258333,4.583333,3.993056,5.1001710000000005,4.981828999999999,5.627148,5.797334,7.549873,8.170458,10.568801,10.563645000000001,11.457694
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070633,0.120767,0.10948300000000001,0.11048000000000001,0.097338,0.101806
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014276,0.030199000000000004,0.028758,0.038903,0.219796,0.259519,0.5070300000000001,0.636,0.892,0.913,0.977,0.879,1.283,1.548,1.881,2.217,2.515,2.115742,2.854,3.8770000000000002,5.537849363022239
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.004,0.004,0.005,0.014,0.061,0.124,0.14200000000000002,0.135,0.256,0.522,0.837,1.077,1.6640000000000001,3.205,4.747,6.0040000000000004,7.678,10.858,12.588000000000001,14.909,12.799,15.037
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0009595959595959597,0.0009595959595959597,0.003838383838383839,0.010555555555555556,0.017,0.016,0.021,0.038,0.089,0.123,0.168,0.256,0.362,0.496,0.8160000000000001,1.7730000000000001,2.9250000000000003,4.037,5.757000000000001,7.577,9.182,9.162,10.26,12.014601112000001,12.111384233,11.607637868,12.474,12.248000000000001,12.617,13.738
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.009000000000000001,0.306,1.387,2.64,4.5200000000000005,4.7236,7.063,6.59,7.407,6.322,6.744
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.007,0.006,0.008,0.007,0.006,0.006,0.005,0.006,0.006,0.006,0.006,0.006016438356164383,0.006,0.006,0.003
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.006,0.006016438356164383,0.005716000000000001,0.006021,0.006138000000000001
Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.014,0.015,0.10300000000000001,0.116,0.17500000000000002,0.27,0.364,0.742,1.352,2.744,4.727,6.759,9.342,12.075000000000001,15.700000000000001,21.176000000000002,23.297,27.568,32.946,37.88690304568527,43.68135736040609,42.433,49.47200000000001,55.76712989385,52.01299999999999,49.324999999999996,48.91399999999999,49.127,50.896,56.170464123064946
Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.006,0.006,0.006,0.005,0.005,0.006,0.013000000000000001,0.031,0.052000000000000005,0.075,0.105,0.14400000000000002,0.203,0.308,0.358,0.457,0.482,0.608,0.679,0.85,0.9490000000000001,0.987,1.43,1.996,2.485,3.5020000000000002,6.078,7.165,9.842,11.234,16.268,15.479000000000001,17.609,16.623,19.882862311436984
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.003,0.004,0.005,0.005,0.006,0.008,0.015,0.016,0.019,0.023,0.037,0.07,0.088,0.09,0.101,0.11,0.109,0.133,0.122,0.122
Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0205,0.0334,0.0624,0.048,0.0614,0.0577,0.059000000000000004,0.1305,0.3511,0.8465,1.4953699999999999,2.91643,4.7238999999999995,5.86075,7.55745,8.52005,11.652469999999997,15.517100000000001,17.9038,19.9492,21.703989455841626
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.006,0.016,0.022,0.031,0.033,0.038,0.035,0.045,0.045,0.043000000000000003,0.05,0.0895,0.2882,0.6386000000000001,1.1302,1.0844,0.9538,0.9834,1.1884000000000001,1.8850770128873062
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.033,0.217,0.34400000000000003,0.392,0.488,0.667,0.877,0.85,0.9460000000000001,0.965,1.2590000000000001,1.2880000000000003,1.9390000000000003,2.912,4.236,5.2738175,7.09724817,9.280971517593615,10.285644548745891,15.962968613800344,19.8471199734079,28.397151726819338,31.959244576961552,40.27471965989255,37.154942985659105,49.63305469954631,56.9039606006428,64.13422422843128
